Name,WALS code,ISO 639-3,Genus,Family,Macroarea,Latitude,Longitude,Countries
Japreria,jpr,jru,Cariban,Cariban,South America,10.5,-73,Venezuela
Jaqaru,jaq,jqr,Aymaran,Aymaran,South America,-13,-76,Peru
Jarawa (in Andamans),jrw,anq,South Andamanese,South Andamanese,Eurasia,12,92.58,India
Jarawa (in Nigeria),jar,jar,Bantoid,Niger-Congo,Africa,9.5,10.5,Nigeria
Jarawara,jwr,jaa,Arauan,Arauan,South America,-7.5,-65.5,Brazil
Javanese,jav,jav,Javanese,Austronesian,Papunesia,-7,111,Indonesia
Jebero,jeb,jeb,Cahuapanan,Cahuapanan,South America,-5.42,-76.5,Peru
Jeh,jeh,jeh,Bahnaric,Austro-Asiatic,Eurasia,15.17,107.83,Vietnam
Jemez,jem,tow,Kiowa-Tanoan,Kiowa-Tanoan,North America,35.83,-107,United States
Jiarong,jia,jya,rGyalrong,Sino-Tibetan,Eurasia,31.5,102,China
Jibbali,jib,shv,Semitic,Afro-Asiatic,Eurasia,17.5,55,Oman
Jingpho,jng,kac,Jingpho,Sino-Tibetan,Eurasia,25.42,97,Myanmar
Jino,jin,"jiu, jiy",Burmese-Lolo,Sino-Tibetan,Eurasia,22,101,China
Jivaro,jiv,jiv,Jivaroan,Jivaroan,South America,-2.5,-78,Ecuador
Jomang,jom,tlo,Talodi,Kordofanian,Africa,10.58,30.5,Sudan
Ju|'hoan,juh,ktz,Ju-Kung,Kxa,Africa,-19,21,Angola
Juang,jun,jun,Munda,Austro-Asiatic,Eurasia,21.33,86,India
Jugli,jug,nst,Northern Naga,Sino-Tibetan,Eurasia,27.5,96.33,India
Jukun,juk,jbu,Platoid,Niger-Congo,Africa,6.92,10.42,Nigeria
Júma,jum,jua,Tupi-Guaraní,Tupian,South America,-7.5,-64,Brazil
Jur Mödö,jmo,bex,Bongo-Bagirmi,Central Sudanic,Africa,6,30,South Sudan
Jurchen,jur,juc,Tungusic,Altaic,Eurasia,47,130,China
Juruna,jrn,jur,Tupi-Guaraní,Tupian,South America,-5,-54.5,Brazil
Kabardian,kab,kbd,Northwest Caucasian,Northwest Caucasian,Eurasia,43.5,43.5,Russia
Kabatei,kbt,xkp,Iranian,Indo-European,Eurasia,36.75,49.42,Iran
Kabiyé,kby,kbp,Southern-Central Gur,Niger-Congo,Africa,9.67,1.17,Togo
Kabui,kbi,nkf,Kuki-Chin,Sino-Tibetan,Eurasia,24.83,94,India
Kabyle,kbl,kab,Berber,Afro-Asiatic,Africa,36.5,5,Algeria
Kachari,kac,xac,Bodo-Garo,Sino-Tibetan,Eurasia,26.5,91,India
Kadazan,kdz,kzj,North Borneo,Austronesian,Papunesia,5.92,117.17,Malaysia
Kadiwéu,kdw,kbc,Kadiwéu,Guaicuruan,South America,-20,-57,Brazil
Kadugli,kad,xtc,Kadugli,Kadu,Africa,11,29.67,Sudan
Kagoma,kgm,kdm,Platoid,Niger-Congo,Africa,9.25,8.17,Nigeria
Kagulu,kgr,kki,Bantoid,Niger-Congo,Africa,-6.33,37,Tanzania
Kaian,kai,kct,Lower Ramu,Lower Sepik-Ramu,Papunesia,-4.08,144.75,Papua New Guinea
Kaili,kli,lew,Celebic,Austronesian,Papunesia,-1.17,120,Indonesia
Kaingang,kng,kgp,Ge-Kaingang,Macro-Ge,South America,-26,-52,Brazil
Kairiru,krr,kxa,Oceanic,Austronesian,Papunesia,-3.33,143.58,Papua New Guinea
Kaiwá,kaw,kgk,Tupi-Guaraní,Tupian,South America,-23,-55,Paraguay
Kaki Ae,kae,tbd,Tate,Eleman,Papunesia,-8,145.83,Papua New Guinea
Kala Lagaw Ya,kly,mwp,Northern Pama-Nyungan,Pama-Nyungan,Papunesia,-10.12,142.12,Australia
Kalam,klq,kmh,Madang,Trans-New Guinea,Papunesia,-5.25,144.58,Papua New Guinea
Kalami,kal,gwc,Indic,Indo-European,Eurasia,35.5,72.5,Pakistan
Kalanga,klz,kck,Bantoid,Niger-Congo,Africa,-20.5,27.5,Botswana
Kalapuya,klp,kyl,Kalapuyan,Kalapuyan,North America,44.5,-123,United States
Kalasha,klh,kls,Indic,Indo-European,Eurasia,35,72,Pakistan
Kalispel,kls,fla,Interior Salish,Salishan,North America,48,-117,United States
Kalkatungu,kgu,ktg,Northern Pama-Nyungan,Pama-Nyungan,Australia,-21,139.5,Australia
Kalmyk,kmk,xal,Mongolic,Altaic,Eurasia,44,83,China
Kalmyk (Issyk-Kul),kiq,xal,Mongolic,Altaic,Eurasia,42.42,78.33,Kyrgyzstan
Kaluli,kll,bco,Bosavi,Bosavi,Papunesia,-6.5,142.75,Papua New Guinea
Kamaiurá,kma,kay,Tupi-Guaraní,Tupian,South America,-12.08,-52.58,Brazil
Kamano-Kafe,kak,kbq,Eastern Highlands,Trans-New Guinea,Papunesia,-6.25,145.67,Papua New Guinea
Kamasau,kmz,kms,Marienberg,Torricelli,Papunesia,-3.92,143.67,Papua New Guinea
Kamass,kms,xas,Samoyedic,Uralic,Eurasia,52,92,Russia
Kamba,kba,kam,Bantoid,Niger-Congo,Africa,-1.5,38,Kenya
Kambera,kam,xbr,Central Malayo-Polynesian,Austronesian,Papunesia,-9.83,120.17,Indonesia
Kambot,kbo,kbx,Botin,Lower Sepik-Ramu,Papunesia,-4.25,144.13,Papua New Guinea
Kami,kmi,kcu,Bantoid,Niger-Congo,Africa,-6.75,38,Tanzania
Kamoro,kmr,kgq,Asmat-Kamoro,Trans-New Guinea,Papunesia,-4.33,136,Indonesia
Kamu,kmw,xmu,Eastern Daly,Eastern Daly,Australia,-13.58,130.83,Australia
Kana,kan,ogo,Cross River,Niger-Congo,Africa,4.75,7.42,Nigeria
Kanakuru,knk,kna,West Chadic,Afro-Asiatic,Africa,10,12,Nigeria
Kanashi,xns,xns,Bodic,Sino-Tibetan,Eurasia,32.08,77.25,India
Kanembu,kbu,kbl,Western Saharan,Saharan,Africa,14,15,Nigeria
Kangiryuarmiut,kgt,ikt,Eskimo,Eskimo-Aleut,North America,68.33,-133.75,Canada
Kanjobal (Eastern),kea,kjb,Mayan,Mayan,North America,15.33,-91.67,Guatemala
Kanjobal (Western),kwe,knj,Mayan,Mayan,North America,15.83,-91.83,Guatemala
Kankanay,kky,kne,Northern Luzon,Austronesian,Papunesia,16.75,120.58,Philippines
Kannada,knd,kan,Southern Dravidian,Dravidian,Eurasia,14,76,India
Kanum (Bädi),knb,khd,Morehead and Upper Maro Rivers,Morehead and Upper Maro Rivers,Papunesia,-8.83,140.75,Indonesia
Kanum (Ngkâlmpw),knp,kcd,Morehead and Upper Maro Rivers,Morehead and Upper Maro Rivers,Papunesia,-8.67,140.92,Indonesia
Kanuri,knr,knc,Western Saharan,Saharan,Africa,12,13,Nigeria
Kanyok,kyo,kny,Bantoid,Niger-Congo,Africa,-7.33,23.58,Democratic Republic of Congo
Kapampangan,kpm,pam,Central Luzon,Austronesian,Papunesia,15.33,120.5,Philippines
Kapingamarangi,kpn,kpg,Oceanic,Austronesian,Papunesia,1.05,154.75,Micronesia
Kara (in Central African Republic),kar,kah,Bongo-Bagirmi,Central Sudanic,Africa,10,23,Central African Republic
Kara (in Papua New Guinea),kra,leu,Oceanic,Austronesian,Papunesia,-2.83,151.12,Papua New Guinea
Karachay-Balkar,krc,krc,Turkic,Altaic,Eurasia,43.5,42,Russia
Karadjeri,krj,gbd,Western Pama-Nyungan,Pama-Nyungan,Australia,-19,122,Australia
Karaim,krm,kdr,Turkic,Altaic,Eurasia,54.67,24.92,Ukraine
Karajá,jva,kpj,Karajá,Macro-Ge,South America,-10,-50.33,Brazil
Karakalpak,kkp,kaa,Turkic,Altaic,Eurasia,43,60,Uzbekistan
Karanga,krg,sna,Bantoid,Niger-Congo,Africa,-20,31,Zimbabwe
Karankawa,kkw,zkk,Karankawa,Karankawa,North America,28,-97,United States
Karao,kao,kyj,Northern Luzon,Austronesian,Papunesia,16.5,120.83,Philippines
Karata,krt,kpt,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,42.58,46.33,Russia
Karelian,krl,krl,Finnic,Uralic,Eurasia,64,32,Russia
Karen (Bwe),kbw,bwe,Karen,Sino-Tibetan,Eurasia,19.5,97,Myanmar
Karen (Pwo),kpw,"kjp, pwo",Karen,Sino-Tibetan,Eurasia,13,99.17,China
Karen (Sgaw),ksg,ksw,Karen,Sino-Tibetan,Eurasia,18,97,Myanmar
Kariera,vka,vka,Western Pama-Nyungan,Pama-Nyungan,Australia,-20.5,118.5,Australia
Karimojong,kmj,kdj,Nilotic,Eastern Sudanic,Africa,3,34.17,Uganda
Karitiâna,kna,ktn,Arikem,Tupian,South America,-9.5,-64,Brazil
Karkar-Yuri,kyr,yuj,Eastern Pauwasi,Pauwasi,Papunesia,-3.75,141.08,Papua New Guinea
Karó (Arára),kaa,arr,Ramarama,Tupian,South America,-10.33,-62,Brazil
Karok,krk,kyh,Karok,Karok,North America,41.67,-123,United States
Kasem,ksm,xsm,Southern-Central Gur,Niger-Congo,Africa,11.25,-1.25,Burkina Faso
Kashaya,ksh,kju,Pomoan,Hokan,North America,38.67,-123.33,United States
Kashmiri,kas,kas,Indic,Indo-European,Eurasia,34,76,Pakistan
Kashubian,ksu,csb,Slavic,Indo-European,Eurasia,54,18,Poland
Kata Kolok,kkl,bqy,Sign Languages,other,Papunesia,-8.25,115.17,Indonesia
Katcha,ktc,xtc,Kadugli,Kadu,Africa,10.83,29.67,Sudan
Kâte,kat,kmg,Finisterre-Huon,Trans-New Guinea,Papunesia,-6.5,147.75,Papua New Guinea
Kati (in Afghanistan),ktz,bsh,Nuristani,Indo-European,Eurasia,35.5,70,Pakistan
"Kati (in West Papua, Indonesia)",kti,yon,Ok,Trans-New Guinea,Papunesia,-5.75,140.92,Indonesia
Katla,ktl,kcr,Katla-Tima,Kordofanian,Africa,11.83,29.33,Sudan
Kato,kto,ktw,Athapaskan,Na-Dene,North America,39.67,-123.67,United States
Katu,ktu,"ktv, kuf",Katuic,Austro-Asiatic,Eurasia,15.83,107.58,Vietnam
Kaulong,kau,pss,Oceanic,Austronesian,Papunesia,-6.17,149.67,Papua New Guinea
Kaure,kaj,bpp,Kaure,Kaure,Papunesia,-3.42,140.08,Indonesia
Kawaiisu,kws,xaw,Numic,Uto-Aztecan,North America,36,-117.5,United States
Kayabí,kyz,kyz,Tupi-Guaraní,Tupian,South America,-11,-55.5,Brazil
Kayah Li (Eastern),kyl,eky,Karen,Sino-Tibetan,Eurasia,19,97.5,Thailand
Kayan (Baram),kbr,kys,North Borneo,Austronesian,Papunesia,3.5,114.5,Malaysia
Kayapó,kyp,txu,Ge-Kaingang,Macro-Ge,South America,-9,-52,Brazil
Kayardild,kay,gyd,Tangkic,Tangkic,Australia,-17.05,139.5,Australia
Kaytej,kyt,gbb,Central Pama-Nyungan,Pama-Nyungan,Australia,-21,134,Australia
Kazakh,kaz,kaz,Turkic,Altaic,Eurasia,50,70,Kazakhstan
Kedang,ked,ksx,Central Malayo-Polynesian,Austronesian,Papunesia,-8.25,123.75,Indonesia
Kefa,kef,kbr,South Omotic,Afro-Asiatic,Africa,7.25,36.25,Ethiopia
Kei,kei,kei,Central Malayo-Polynesian,Austronesian,Papunesia,-5.83,132.92,Indonesia
K'ekchí,kek,kek,Mayan,Mayan,North America,16,-89.83,Guatemala
Kela (Apoze),kap,kcl,Oceanic,Austronesian,Papunesia,-7.42,147.08,Papua New Guinea
Kelabit,klt,kzi,North Borneo,Austronesian,Papunesia,3.67,115.42,Malaysia
Kele,kel,sbc,Oceanic,Austronesian,Papunesia,-2.08,147.08,Papua New Guinea
Kemant,kem,ahg,Central Cushitic,Afro-Asiatic,Africa,12.67,37.42,Ethiopia
Kemtuik,kmt,kmt,Nimboran,Nimboran,Papunesia,-2.67,140.33,Indonesia
Kenga,ken,kyq,Bongo-Bagirmi,Central Sudanic,Africa,12,18,Chad
Kenyan Sign Language,ksl,xki,Sign Languages,other,Africa,0,38,Kenya
Kenyang,kyg,ken,Bantoid,Niger-Congo,Africa,5.67,9.5,Cameroon
Keo,keo,xxk,Central Malayo-Polynesian,Austronesian,Papunesia,-8.83,121.25,Indonesia
Kera,ker,ker,East Chadic,Afro-Asiatic,Africa,9.83,15.08,Chad
Kerek,krq,krk,Northern Chukotko-Kamchatkan,Chukotko-Kamchatkan,Eurasia,62.25,175,Russia
Keresan (Santa Ana),ksa,kee,Keresan,Keresan,North America,35.42,-106.67,United States
Ket,ket,ket,Yeniseian,Yeniseian,Eurasia,64,87,Russia
Ketapang,ktp,zlm,Malayo-Sumbawan,Austronesian,Eurasia,-1.87,110,Indonesia
Kete,kte,kcv,Bantoid,Niger-Congo,Africa,-7,22.83,Democratic Republic of Congo
Ketengban,ktn,xte,Mek,Trans-New Guinea,Papunesia,-4.5,140.5,Indonesia
Kewa,kew,"kew, kjs",Engan,Trans-New Guinea,Papunesia,-6.5,143.83,Papua New Guinea
Khakas,khk,kjh,Turkic,Altaic,Eurasia,53,90,Russia
Khalaj,khl,klj,Turkic,Altaic,Eurasia,35,50,Iran
Khaling,khg,klr,Mahakiranti,Sino-Tibetan,Eurasia,27.5,86.67,China
Khalkha,kha,khk,Mongolic,Altaic,Eurasia,47,105,Mongolia
Kham,kmh,kgj,Mahakiranti,Sino-Tibetan,Eurasia,28.5,82.75,Nepal
Kham (Dege),khd,khg,Bodic,Sino-Tibetan,Eurasia,31.83,98.58,China
Kham (Tibetan) (Nangchen),knz,khg,Bodic,Sino-Tibetan,Eurasia,32.5,96.5,China
Khanty,kty,kca,Ugric,Uralic,Eurasia,65,65,Russia
Kharia,khr,khr,Munda,Austro-Asiatic,Eurasia,22.5,84.33,India
Khasi,khs,kha,Khasian,Austro-Asiatic,Eurasia,25.5,92,India
Khinalug,khi,kjj,Lezgic,Nakh-Daghestanian,Eurasia,41.17,48.08,Azerbaijan
Khmer,khm,khm,Khmer,Austro-Asiatic,Eurasia,12.5,105,Cambodia
Khmu',kmu,kjg,Khmuic,Austro-Asiatic,Eurasia,21,102,Laos
Khowar,khw,khw,Indic,Indo-European,Eurasia,36,72,Pakistan
Khumi,khu,cnk,Kuki-Chin,Sino-Tibetan,Eurasia,21.92,92.42,Myanmar
Khün,khn,kkh,Kam-Tai,Tai-Kadai,Eurasia,21,100,Myanmar
Khwarshi,khv,khv,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,42.25,46.17,Russia
Kickapoo,kic,kic,Algonquian,Algic,North America,42.25,-84,United States
Kikuyu,kik,kik,Bantoid,Niger-Congo,Africa,-0.75,36.75,Kenya
Kilba,klb,hbb,Biu-Mandara,Afro-Asiatic,Africa,10.33,13.17,Nigeria
Kilivila,klv,kij,Oceanic,Austronesian,Papunesia,-8.5,151.08,Papua New Guinea
Kiliwa,klw,klb,Yuman,Hokan,North America,31.33,-115.67,Mexico
Kiluba,kil,lub,Bantoid,Niger-Congo,Africa,-8,26,Democratic Republic of Congo
Kimaghama,kim,kig,Kolopom,Kolopom,Papunesia,-8,138.5,Indonesia
Kinga,kga,zga,Bantoid,Niger-Congo,Africa,-9,34,Tanzania
Kinnauri,knn,kfk,Bodic,Sino-Tibetan,Eurasia,31.5,78,India
Kinyarwanda,kin,kin,Bantoid,Niger-Congo,Africa,-2,30,Rwanda
Kiowa,kio,kio,Kiowa-Tanoan,Kiowa-Tanoan,North America,37,-99,United States
Kipea,kri,kzw,Kariri,Kariri,South America,-10,-37,Brazil
Kire,kie,geb,Mikarew,Lower Sepik-Ramu,Papunesia,-4.25,144.75,Papua New Guinea
Kirghiz,kgz,kir,Turkic,Altaic,Eurasia,42,75,Kyrgyzstan
Kirghiz (Fu-Yu),kfy,kir,Turkic,Altaic,Eurasia,47.75,124.42,China
Kiribati,krb,gil,Oceanic,Austronesian,Papunesia,1.33,173,Kiribati
Kirikiri,kkr,kiy,Lakes Plain,Lakes Plain,Papunesia,-3,137.17,Indonesia
Kirma,kir,cme,Southern-Central Gur,Niger-Congo,Africa,10.25,-4.83,Burkina Faso
Kisar,ksr,kje,Central Malayo-Polynesian,Austronesian,Papunesia,-8.08,127.12,Indonesia
Kisi,kis,"kqs, kss",Mel,Niger-Congo,Africa,8.83,-10.17,Sierra Leone
Kisi (Southern),kss,kss,Mel,Niger-Congo,Africa,8.5,-10.25,Guinea
Kitja,kij,gia,Jarrakan,Jarrakan,Australia,-17.5,127.75,Australia
Kitsai,kit,kii,Caddoan,Caddoan,North America,31.83,-96.5,United States
Kituba,ktb,ktu,Creoles and Pidgins,other,Africa,-5,17.5,Democratic Republic of Congo
Kiwai (Southern),kiw,kjd,Kiwaian,Kiwaian,Papunesia,-8,143.5,Papua New Guinea
Klamath,klm,kla,Klamath-Modoc,Penutian,North America,42.5,-121.5,United States
Klao,kla,klu,Kru,Niger-Congo,Africa,4.75,-8.75,Liberia
Ko (Winye),kow,kst,Southern-Central Gur,Niger-Congo,Africa,11.87,-2.92,Burkina Faso
Koasati,koa,cku,Muskogean,Muskogean,North America,34.83,-85.17,United States
Kobon,kob,kpw,Madang,Trans-New Guinea,Papunesia,-5.17,144.33,Papua New Guinea
Kodava,kod,kfa,Southern Dravidian,Dravidian,Eurasia,12.17,76.83,India
Koegu,koe,xwg,Surmic,Eastern Sudanic,Africa,7,36.08,Ethiopia
Koh (Lakka),klk,xuo,Mbumic,Niger-Congo,Africa,8,15.5,Chad
Kohumono,koh,bcs,Cross River,Niger-Congo,Africa,6,8.12,Nigeria
Koiali (Mountain),kmo,kpx,Koiarian,Trans-New Guinea,Papunesia,-9,147.5,Papua New Guinea
Koiari,koi,kbk,Koiarian,Trans-New Guinea,Papunesia,-9.5,147.33,Papua New Guinea
Koita,kta,kqi,Koiarian,Trans-New Guinea,Papunesia,-9.33,147.08,Papua New Guinea
Kokborok,kok,trp,Bodo-Garo,Sino-Tibetan,Eurasia,24.33,92.5,India
Kokni,kkz,kex,Indic,Indo-European,Eurasia,20.75,73.5,India
Kokota,kkt,kkk,Oceanic,Austronesian,Papunesia,-8,159.13,Solomon Islands
Kola,koo,kvv,Central Malayo-Polynesian,Austronesian,Papunesia,-5.5,134.5,Indonesia
Kolami,kol,"kfb, nit",Central Dravidian,Dravidian,Eurasia,20,78.5,India
Kolana,kln,kvw,Kolana-Tanglapui,Timor-Alor-Pantar,Papunesia,-8.25,125.12,Indonesia
Koluri,klr,shm,Iranian,Indo-European,Eurasia,37,48,Iran
Kom,kou,bkm,Bantoid,Niger-Congo,Africa,6.25,10.33,Cameroon
Kombai,kmb,"tyn, wng",Awju-Dumut,Trans-New Guinea,Papunesia,-5.58,140,Indonesia
Kombio,xbi,xbi,Kombio-Arapesh,Torricelli,Papunesia,-3.5,142.75,Papua New Guinea
Komering,kag,kge,Lampungic,Austronesian,Papunesia,-3.17,104.92,Indonesia
Komi-Permyak,kop,koi,Permic,Uralic,Eurasia,59.5,54.5,Russia
Komi-Zyrian,kzy,kpv,Permic,Uralic,Eurasia,65,55,Russia
Komo,kom,xom,Koman,Koman,Africa,8.75,33.75,Ethiopia
Konda,kda,kfc,South-Central Dravidian,Dravidian,Eurasia,19.5,83,India
Kongo,kon,kng,Bantoid,Niger-Congo,Africa,-5,15,Democratic Republic of Congo
Konjo,kjo,kjc,South Sulawesi,Austronesian,Papunesia,-5.47,120.33,Indonesia
Konkani,kkn,knn,Indic,Indo-European,Eurasia,15.25,74,India
Konkomba,kkb,xon,Northern-Central Gur,Niger-Congo,Africa,10,0.08,Togo
Konkow,knw,mjd,Maiduan,Penutian,North America,39.5,-121.5,United States
Konni,kni,kma,Northern-Central Gur,Niger-Congo,Africa,10.25,-1.58,Ghana
Konua,knu,kyx,West Bougainville,West Bougainville,Papunesia,-5.83,154.83,Papua New Guinea
Konyagi,kgi,cou,Tenda,Niger-Congo,Africa,12.5,-13.25,Mali
Koorete,kjr,kqy,North Omotic,Afro-Asiatic,Africa,5.83,37.83,Ethiopia
Korafe,krf,kpr,Binanderean,Trans-New Guinea,Papunesia,-9.05,149.08,Papua New Guinea
Korana,krn,kqz,Khoe-Kwadi,Khoe-Kwadi,Africa,-29.5,20.5,South Africa
Koranko,kko,knk,Western Mande,Mande,Africa,9.33,-11.25,Sierra Leone
Korean,kor,kor,Korean,Korean,Eurasia,37.5,128,South Korea
Koreguaje,kje,coe,Tucanoan,Tucanoan,South America,1,-75.5,Colombia
Korku,kku,kfq,Munda,Austro-Asiatic,Eurasia,22.5,78.5,India
Koromfe,kfe,kfz,Northern-Central Gur,Niger-Congo,Africa,14.25,-0.92,Burkina Faso
Korowai,krw,khe,Awju-Dumut,Trans-New Guinea,Papunesia,-5.25,140,Indonesia
Koryak,kry,kpy,Northern Chukotko-Kamchatkan,Chukotko-Kamchatkan,Eurasia,61,167,Russia
Kosop,ksp,kia,Kim,Niger-Congo,Africa,9.92,15.92,Chad
Kosraean,kos,kos,Oceanic,Austronesian,Papunesia,5.3,163,Micronesia
Kota,kot,kfe,Southern Dravidian,Dravidian,Eurasia,11.5,77.17,India
Kotoko,ktk,aal,Biu-Mandara,Afro-Asiatic,Africa,11.33,15.33,Central African Republic
Koya,koy,kff,South-Central Dravidian,Dravidian,Eurasia,17.5,81.33,India
Koyra Chiini,kch,khq,Songhay,Songhay,Africa,17,-3,Mali
Koyraboro Senni,kse,ses,Songhay,Songhay,Africa,16,0,Mali
Koyukon,kyn,koy,Athapaskan,Na-Dene,North America,65,-155,United States
Kpan,kpa,kpk,Platoid,Niger-Congo,Africa,7.58,10.17,Nigeria
Kpelle,kpe,xpe,Western Mande,Mande,Africa,7,-10,Liberia
Kposo,kpo,kpo,Kwa,Niger-Congo,Africa,7.5,0.83,Togo
Krahô,krh,xra,Ge-Kaingang,Macro-Ge,South America,-8,-48,Brazil
Krenak,kqq,kqq,Botocudo,Macro-Ge,South America,-15.5,-41,Brazil
Kresh,kre,krs,Kresh,Central Sudanic,Africa,8.5,24.5,South Sudan
Kriol (Ngukurr),knq,rop,Creoles and Pidgins,other,Australia,-14.83,135,Australia
Krongo,kro,kgo,Kadugli,Kadu,Africa,10.5,30,Sudan
Krymchak,kym,uzn,Turkic,Altaic,Eurasia,45,34.25,Ukraine
Kryz,krz,kry,Lezgic,Nakh-Daghestanian,Eurasia,41.08,48,Azerbaijan
Ksingmul,ksi,puo,Khmuic,Austro-Asiatic,Eurasia,21.08,104,Vietnam
Kualan,kua,sdm,Land Dayak,Austronesian,,-0.42,110.42,Indonesia
Kugu Nganhcara,knc,uwa,Northern Pama-Nyungan,Pama-Nyungan,Australia,-14.42,142,Australia
Kui (in India),kui,kxu,South-Central Dravidian,Dravidian,Eurasia,20,83.5,India
Kui (in Indonesia),kiu,kvd,Greater Alor,Timor-Alor-Pantar,Papunesia,-8.43,124.55,Indonesia
Kuikúro,kkq,kui,Cariban,Cariban,South America,-12.42,-53.08,Brazil
Kukú,kuk,bfa,Nilotic,Eastern Sudanic,Africa,5.83,31.67,South Sudan
Kuku-Yalanji,kya,gvn,Northern Pama-Nyungan,Pama-Nyungan,Australia,-16,145,Australia
Kulamanen,kuz,mbt,Greater Central Philippine,Austronesian,Papunesia,7.75,125,Philippines
Kullo,kul,gmo,North Omotic,Afro-Asiatic,Africa,6.75,37.08,Ethiopia
Kulung,klg,kle,Mahakiranti,Sino-Tibetan,Eurasia,27.5,87,Nepal
Kuman,kmn,kue,Chimbu,Trans-New Guinea,Papunesia,-5.92,145,Papua New Guinea
Kumauni,kum,kfy,Indic,Indo-European,Eurasia,30,80,India
Kumyk,kuq,kum,Turkic,Altaic,Eurasia,43,47.33,Russia
Kuna,kun,kvn,Kuna,Chibchan,South America,8,-77.33,Colombia
Kunama,knm,kun,Kunama,Kunama,Africa,14.5,37,Ethiopia
Kunimaipa,kmp,kup,Goilalan,Trans-New Guinea,Papunesia,-8,146.83,Papua New Guinea
Kunjen,kjn,kjn,Northern Pama-Nyungan,Pama-Nyungan,Australia,-16.5,142.5,Australia
Kunming,kug,cmn,Chinese,Sino-Tibetan,Eurasia,25,102.75,China
Kuot,kuo,kto,Kuot,Kuot,Papunesia,-3.05,151.5,Papua New Guinea
Kurdish (Central),krd,ckb,Iranian,Indo-European,Eurasia,36,44,Iran
Kurmanji,kji,kmr,Iranian,Indo-European,Eurasia,38,42,Turkey
Kurukh,kur,kru,Northern Dravidian,Dravidian,Eurasia,22.83,85.5,India
Kusunda,kus,kgg,Kusunda,Kusunda,Eurasia,28,84.67,Nepal
Kutai,kuy,vkt,Malayo-Sumbawan,Austronesian,Papunesia,-0.33,116.67,Indonesia
Kutchin,kth,gwi,Athapaskan,Na-Dene,North America,67,-146,Canada
Kutenai,kut,kut,Kutenai,Kutenai,North America,49.5,-116,Canada
Kuuk Thaayorre,thy,thd,Northern Pama-Nyungan,Pama-Nyungan,Australia,-14.58,141.83,Australia
Kuuku Ya'u,kuu,kuy,Northern Pama-Nyungan,Pama-Nyungan,Australia,-12.58,143.08,Australia
Kuvi,kuv,kxv,South-Central Dravidian,Dravidian,Eurasia,18.75,82.67,India
Kwaio,kwa,kwd,Oceanic,Austronesian,Papunesia,-8.95,161,Solomon Islands
Kwakw'ala,kwk,kwk,Northern Wakashan,Wakashan,North America,51,-127,Canada
Kwamera,kwr,tnk,Oceanic,Austronesian,Papunesia,-19.58,169.42,Vanuatu
Kwami,kwm,ksq,West Chadic,Afro-Asiatic,Africa,10.42,11,Nigeria
Kwangali,kwn,kwn,Bantoid,Niger-Congo,Africa,-18,19.5,Angola
Kwerba,kwb,kwe,Kwerba,Kwerba,Papunesia,-2.25,138.5,Indonesia
Kwoma,kwo,kmo,Nukuma,Sepik,Papunesia,-4.17,142.75,Papua New Guinea
Kwomtari,kwt,kwo,Kwomtari,Kwomtari,Papunesia,-3.5,141.5,Papua New Guinea
Kxoe,kxo,xuu,Khoe-Kwadi,Khoe-Kwadi,Africa,-17.5,22.5,Angola
Kyaka,kyk,kyc,Engan,Trans-New Guinea,Papunesia,-5.55,144.08,Papua New Guinea
Kyirong,kgy,kgy,Bodic,Sino-Tibetan,Eurasia,28.42,85.33,China
Kyuquot,kyq,nuk,Southern Wakashan,Wakashan,North America,50.17,-127.17,Canada
Laal,laa,gdm,Laal,Laal,Africa,10,17.67,Chad
Labu,lab,lbu,Oceanic,Austronesian,Papunesia,-6.75,146.92,Papua New Guinea
Lacandón,lac,lac,Mayan,Mayan,North America,17,-91.5,Mexico
Lachi,lch,lbt,Kadai,Tai-Kadai,Eurasia,22.67,104.83,Vietnam
Ladakhi,lad,lbj,Bodic,Sino-Tibetan,Eurasia,34,78,India
Ladin,ldn,lld,Romance,Indo-European,Eurasia,46.58,11.92,Italy
Ladino,lno,lad,Romance,Indo-European,Eurasia,40,33,Turkey
Lafofa,laf,laf,Lafofa,Kordofanian,Africa,10.25,31.25,Sudan
Lagwan,lag,kot,Biu-Mandara,Afro-Asiatic,Africa,11.5,14.83,Cameroon
Laha,lha,lha,Kadai,Tai-Kadai,Eurasia,21.58,103.92,Vietnam
Lahu,lah,lhu,Burmese-Lolo,Sino-Tibetan,Eurasia,20,98.17,China
Lai,lai,cnh,Kuki-Chin,Sino-Tibetan,Eurasia,22.67,93.67,Myanmar
Lak,lak,lbe,Lak-Dargwa,Nakh-Daghestanian,Eurasia,42.17,47.17,Russia
Lakhota,lkt,lkt,Core Siouan,Siouan,North America,43.83,-101.83,United States
Lakkia,lkk,lbc,Kadai,Tai-Kadai,Eurasia,24.08,110.17,China
Lalo,lal,ywt,Burmese-Lolo,Sino-Tibetan,Eurasia,25,100.25,China
Lamaholot,lmh,slp,Central Malayo-Polynesian,Austronesian,Papunesia,-8.25,122.92,Indonesia
Lamang,lmg,hia,Biu-Mandara,Afro-Asiatic,Africa,11.25,13.58,Nigeria
Lamani,lmn,lmn,Indic,Indo-European,Eurasia,17,77,India
